material_id,formula,composition,symmetry,a,b,c,alpha,beta,gamma,num_atoms,crystal_system
mp-639724,SiO2,Si16 O32,Cmcm,8.579230698000725,8.579230698000725,14.00437516,90.0,90.0,110.02721719426373,48,orthorhombic
mp-639733,SiO2,Si24 O48,Pca2_1,8.90819885,9.20297107,16.12354769,90.0,90.0,90.0,72,orthorhombic
mp-639734,SiO2,Si16 O32,I4/mmm,13.345863227101047,13.345863227101047,13.345863227101047,92.22072684485065,92.22072684485065,157.29455579584237,48,tetragonal
mp-639741,SiO2,Si24 O48,Im-3m,12.898434879839165,12.898434879839165,12.898434879839165,109.47122063449069,109.47122063449069,109.47122063449069,72,cubic
mp-639748,SiO2,Si36 O72,Pbcn,8.717017,14.848445,19.15093,90.0,90.0,90.0,108,orthorhombic
mp-640556,SiO2,Si24 O48,Cc,9.608650433353962,9.608650433353962,23.831418796634615,74.64007010731203,74.64007010731203,30.20606999938519,72,monoclinic
mp-640917,SiO2,Si3 O6,P3_221,4.740141662643638,4.740141662643638,6.759488,90.0,90.0,119.99999529142396,9,trigonal
mp-644923,SiO2,Si48 O96,I-4m2,15.907218172276446,15.907218172276446,15.907218172276446,100.6094751683639,100.6094751683639,129.18099375439786,144,tetragonal
mp-646895,SiO2,Si32 O64,C2/c,17.40926709388839,17.40926709388839,21.574063114144167,89.8761878574021,89.8761878574021,163.1009247278706,96,monoclinic
mp-651707,SiO2,Si28 O56,P1,5.0059193779563165,12.691271323319311,23.89479055818657,76.62368030819754,83.96967149507417,78.6371253029335,84,triclinic
mp-653763,SiO2,Si56 O112,Cmme,13.383713487205858,13.383713487205858,20.855891,90.0,90.0,116.84496194673699,168,orthorhombic
mp-662706,SiO2,Si28 O56,C2/m,8.360605415668788,12.495196246498926,15.649151396033355,105.66944595745255,105.49334656849317,89.99999805068013,84,monoclinic
mp-663422,SiO2,Si8 O16,P1,12.940813137217383,10.6742759736925,8.109509653957444,85.94592517077291,55.36502651340577,38.68904831582133,24,triclinic
mp-667368,SiO2,Si32 O64,Immm,15.822458925386565,15.822458925386565,15.822458925386565,148.19303040393515,105.00146703863024,83.76121118153247,96,orthorhombic
mp-667371,SiO2,Si56 O112,Pbcm,8.437512,12.520249,29.055481,90.0,90.0,90.0,168,orthorhombic
mp-667373,SiO2,Si56 O112,Pmna,8.550157,12.567605,29.319167,90.0,90.0,90.0,168,orthorhombic
mp-667376,SiO2,Si56 O112,Cmce,13.239697771837582,13.239697771837582,29.168315,90.0,90.0,142.55378931309886,168,orthorhombic
mp-667377,SiO2,Si56 O112,Cmce,13.229978258779605,13.229978258779605,29.206762,90.0,90.0,142.5722817460045,168,orthorhombic
mp-667383,SiO2,Si28 O56,C2/m,13.378379125350275,13.378379125350275,16.940020895779114,61.582708559955016,61.582708559955016,37.663065670711475,84,monoclinic
mp-667448,SiO2,Si48 O96,I-4,15.731546676008275,15.731546676008275,15.731546676008275,100.79775234126181,100.79775234126181,128.7052701994034,144,tetragonal
mp-669426,SiO2,Si8 O16,P2_1/c,4.89419588,8.522990359894921,8.692253292914316,110.84704362668326,90.0,90.0,24,monoclinic
mp-673168,SiO2,Si3 O6,C2,5.055445578029003,5.055445578029003,8.982226385762774,82.97918458053017,82.97918458053017,63.962690941359526,9,monoclinic
mp-680204,SiO2,Si22 O44,P1,7.354160015597866,9.613639104186472,16.105935610712187,72.67448255786135,89.50230948138729,88.39741296206623,66,triclinic
mp-680222,SiO2,Si48 O96,P6/mmm,22.928153284765393,22.928153284765393,9.833695,90.0,90.0,119.99999793618177,144,hexagonal
mp-683947,SiO2,Si8 O16,P-1,2.830772,11.44196118070412,11.608639547714239,89.16492513555943,83.22187994507222,83.46494507228954,24,triclinic
mp-683952,SiO2,Si48 O96,Pm-3n,13.083924,13.083924,13.083924,90.0,90.0,90.0,144,cubic
mp-683953,SiO2,Si48 O96,Ia-3d,14.418366880965127,14.418366880965127,14.418366880965127,109.47122063449069,109.47122063449069,109.47122063449069,144,cubic
mp-683970,SiO2,Si64 O128,Pmmm,9.748698,20.486218,20.598196,90.0,90.0,90.0,192,orthorhombic
mp-685184,SiO2,Si30 O60,P1,4.986899,5.105057827598528,59.14157429933582,88.8934824719444,88.45343892175646,61.135806289744316,90,triclinic
mp-6922,SiO2,Si3 O6,P6_222,5.06108903,5.061088487363102,5.54050141,90.0,90.0,119.99999707599422,9,hexagonal
mp-6930,SiO2,Si3 O6,P3_221,4.91657878455832,4.916536830251864,5.431625250128712,89.99899463656403,90.00030918023414,119.99537328243159,9,trigonal
mp-6945,SiO2,Si4 O8,P4_12_12,4.99264721,4.99264721,6.93392642,90.0,90.0,90.0,12,tetragonal
mp-6947,SiO2,Si2 O4,P4_2/mnm,4.233169,4.233169,2.693495,90.0,90.0,90.0,6,tetragonal
mp-7000,SiO2,Si3 O6,P3_121,4.914966,4.914966353455409,5.43130114,90.0,90.0,119.99999127648242,9,trigonal
mp-7029,SiO2,Si4 O8,P4_32_12,4.97558882,4.97558882,6.90088944,90.0,90.0,90.0,12,tetragonal
mp-7087,SiO2,Si4 O8,P6_3/mmc,5.232809572449271,5.2328093771863875,8.53982323,89.99999974733275,89.99999941213856,119.99991269636749,12,hexagonal
mp-733790,SiO2,Si24 O48,P1,8.661415889071282,8.656796953089419,16.444205249928654,88.53823592627737,91.48332618055186,120.50312011526448,72,triclinic
mp-7648,SiO2,Si4 O8,C222_1,5.00538596,5.1768514731956286,8.18726759,90.0,90.0,118.91025793640843,12,orthorhombic
mp-7905,SiO2,Si2 O4,Ibam,4.86415390246824,4.86415390246824,4.86415390246824,121.82653232878882,107.36001263725775,100.03652570330402,6,orthorhombic
mp-8059,SiO2,Si8 O16,P2_13,7.08175196,7.08175196,7.08175196,90.0,90.0,90.0,24,cubic
mp-8352,SiO2,Si2 O4,Fd-3m,5.231694050214519,5.231694050214519,5.231694050214519,60.00000000000001,60.00000000000001,60.00000000000001,6,cubic
mp-8602,SiO2,Si34 O68,P6/mmm,14.280568287112423,14.280568287112423,11.468936,90.0,90.0,120.00000133014348,102,hexagonal
mp-9258,SiO2,Si4 O8,Pa-3,4.487931,4.487931,4.487931,90.0,90.0,90.0,12,cubic
mp-972808,SiO2,Si4 O8,P2_1,8.17971366,4.9307837217927135,5.005058518179997,61.63223917167753,90.0,90.0,12,monoclinic
mp-985570,SiO2,Si8 O16,P2_1/c,5.1127873248027935,8.15611485,8.128883722793123,90.0,92.95677347736456,90.0,24,monoclinic
mp-985590,SiO2,Si8 O16,Pnnm,4.95800694,8.74132278,8.67864274,90.0,90.0,90.0,24,orthorhombic
